"351","4,4","6,7"
"352","4,4","6,7"
"353","4,4","6,11"
"354","4","6"
"355","4,4","6,11"
"356","1,1,1","47,48,50"
"357","1,1,1","47,48,50"
"358","6","23"
"359","1","50"
"360","1","50"
"361","1","50"
"362","2","1"
"363","1,6","50,27"
"364","6","23"
"365","6,6","23,28"
"366","6","28"
"367","6","28"
"368","6,7","28,39"
"369","4,6","7,28"
"370","6","28"
"371","6","28"
"372","6","35"
"373","6","28"
"374","6","28"
"375","6,6","22,28"
"376","6","28"
"377","6","28"
"378","6,6,7,7","27,28,39,44"
"379","6,6,7,7","27,28,39,44"
"380","6","28"
"381","4,6","6,28"
"382","6","25"
"383","6","28"
"384","7,7,7,7","38,41,43,44"
"385","7,7","41,44"
"386","1,7,7","45,41,44"
"387","7,7","41,44"
"388","7,7","41,44"
"389","7,7","41,44"
"390","7,7","41,44"
"391","7,7","41,44"
"392","7,7","41,44"
"393","7,7","41,44"
"394","2,7,7","1,41,44"
"395","7,7","41,44"
"396","7,7,7","41,43,44"
"397","7,7","41,44"
"398","7,7","41,44"
"399","2","4"
"400","6,6","27,28"
"401","1,7","45,41"
"402","7,7","41,44"
"403","7,7,7","41,43,44"
"404","7,7","41,44"
"405","2,7,7","1,41,44"
"406","7,7","41,44"
"407","7,7","41,44"
"408","7,7","41,44"
"409","7,7,7","38,41,44"
"410","7,7","41,44"
"411","7,7","41,44"
"412","7,7,7","38,41,44"
"413","7,7,7","38,41,44"
"414","7,7","41,44"
"415","7,7","41,44"
"416","7,7","41,44"
"417","7,7","41,44"
"418","7,7,8","41,44,52"
"419","7,7","41,44"
"420","7,7","41,44"
"421","3,7,7,","14,41,44"
"422","8","54"
"423","8","51"
"424","3","18"
"425","3","14"
"426","3,6","18,32"
"427","3,6","18,32"
"428","3","18"
"429","3","20"
"430","3","20"
"431","3","14"
"432","3","14"
"433","3","14"
"434","3","18"
"435","3","18"
"436","3","18"
"437","3","18"
"438","3","18"
"439","3","18"
"440","3","14"
"441","2,3","3,18"
"442","3","20"
"443","3","20"
"444","3","18"
"445","3","14"
"446","3","14"
"447","3","14"
"448","3","14"
"449","3","14"
"450","3","16"
"451","5","60"
"452","5","60"
"453","5","60"
"454","2,3","1,14"
"455","1,2,6,7","45,1,28,41"
"456","2,6,7","1,28,41"
"457","2,2","1,3"
"458","2,7","1,44"
"459","2,6","4,30"
"460","2,6","1,30"
"461","2,6","1,30"
"462","1","45"
"463","2,7,7","1,41,44"
"464","2","4"
"465","2,6","1,32"
"466","2,3","1,14"
"467","2,3","1,14"
"468","2,2","2,4"
"469","2,2","1,3"
"470","2,6","3,32"
"471","2,2,2","1,3,4"
"472","2,2","2,4"
"473","2,6","1,32"
"474","2,6","1,32"
"475","2,6","1,32"
"476","2,6","1,32"
"477","2,2","1,3"
"478","4,4","6,11"
"479","4","6"
"480","4,4","6,7"
"481","4,4","6,7"
"482","4","6"
"483","4,4","6,11"
"484","4","6"
"485","4","6"
"486","4,4","6,11"
"487","4,4","6,11"
"488","4","6"
"489","4,4","6,11"
"490","4","6"
"491","4","6"
"492","4,4","6,11"
"493","4","6"
"494","4,4","6,7"
"495","4,4","6,11"
"496","1,6","50,27"
"497","1,7","50,39"
"498","1","50"
"499","1","50"
"500","1","50"
"501","1,2","50,1"
"502","1,2,7,7","50,1,39,44"
"503","1,2,7,7","50,1,39,44"
"504","6","32"
"505","1,2,7,7","50,1,39,44"
"506","1","50"
"507","1,2,7,7","50,1,39,44"
"508","1,2,7,7","50,1,39,44"
"509","1","50"
"510","6,6","27,28"
"511","6,6,6","22,27,28"
"512","6,6","27,28"
"513","6,6","27,28"
"514","6,6","27,28"
"515","6,8","28,51"
"516","6,7,7","28,39,44"
"517","6,7","28,44"
"518","6","28"
"519","6,6,7","27,28,27"
"520","7,7,7","37,41,44"
"521","7,7,7,7","38,39,41,44"
"522","7,7,7,7","38,39,41,44"
"523","7,7","39,44"
"524","1,7,7","45,41,44,"
"525","1,7,7","45,41,44,"
"526","7","38"
"527","7,7","39,44"
"528","7","38"
"529","7,7","37,44"
"530","7,7","39,44"
"531","7,7,7,7","39,41,44,43"
"532","6,7,7","28,38,39"
"533","6,7,7","28,38,39"
"534","8","51"
"535","8","58"
"536","8","51"
"537","8,8","51,58"
"538","8,8","54,55,"
"539","8,8,8","51,54,55"
"540","8","54"
"541","8","51"
"542","8","51"
"543","3","18"
"544","3","20"
"545","3","19"
"546","3","14"
"547","3","18"
"548","3","18"
"549","3","14"
"550","3","18"
"551","3","18"
"552","3","18"
"553","3","17"
"554","3","19"
"555","3","18"
"556","3","18"
"557","3","18"
"558","3","18"
"559","3","18"
"560","3","18"
"561","3","18"
"562","3","17"
"563","3,6","20,32"
"564","3,6","20,32"
"565","3,6","20,32"
"566","3,6","20,32"
"567","3,6","20,32"
"568","3,6","20,32"
"569","3,6","20,32"
"570","3,6","20,32"
"571","3,6","20,32"
"572","3","18"
"573","2,2,2,3,6","1,3,4,20,31"
"574","3","20"
"575","3","14"
"576","3","18"
"577","3","17"
"578","3","8"
"579","3","18"
"580","3","18"
"581","3","18"
"582","3","14"
"583","5","60"
"584","1,2","45,2"
"585","2,2","1,5"
"586","2,2,7,7","1,5,41,44"
"587","2,2,7,7","1,5,41,44"
"588","1,2","45,1,"
"589","2,2,7,7","1,5,41,44"
"590","2","1"
"591","2,2,2","1,2,4"
"592","2,6","1,32"
"593","2,6","1,32"
"594","2,7","1,39"
"595","2,7","1,41"
"596","2,2,7,7","1,5,41,44"
"597","2,2,6","1,4,,30"
"598","2,2,7,7","1,5,41,44"
"599","4,4","6,12"
"600","4","6"
"601","4","6"
"602","4,4","6,11"
"603","4,4","6,11"
"604","4","6"
"605","4","6"
"606","5","50"
"607","5","60"
"608","5","60"
"609","5","60"
"610","2,6","1,32"
"611","2,2,7,7","1,5,41,44"
"612","2,2,2","1,3,5"
"613","2,2,6","1,5,44"
"614","2,2","2,4"
"615","2,6","1,32"
"616","2,6","1,32"
"617","4,4","6,8"
"618","4","6"
"619","4","6"
"620","4,4","6,11"
"621","4,4","6,8"
"622","4,4","6,11"
"623","4,4","6,11"
"624","4,4","6,11"
"625","6,6,7","27,28,39"
"626","6,6,7","27,28,39"
"627","6,6","28,34"
"628","1,6,7,7,7","44,27,39,40,44"
"629","6,7,7,7,7","27,39,40,42,44"
"630","6,7","35,42"
"631","7,7,7","38,41,44"
"632","2,7,7","1,41,44"
"633","2,7","1,44"
"634","7,7,7","37,41,44"
"635","7,7,7,8","39,40,44,51"
"636","8","51"
"637","8","55"
"638","8","51"
"639","8","53"
"640","8","51"
"641","3","18"
"642","3","14"
"643","3,6","18,32"
"644","5","60"
"645","2","1"
"646","2,2,2","1,2,4"
"647","2,2,6","1,4,32"
"648","1,1","49,50"
"649","1,7","48,38"
"650","6,6,6","22,27,28,"
"651","6,6","36,28"
"652","7,7,7,7","39,4143,44"
"653","1,7","49,44"
"654","7,7,7","39,41,44"
"655","7,7,7,7","37,39,41,44"
"656","7,7,7","39,41,44"
"657","7,7,7,7","39,41,43,44"
"658","8","51"
"659","8","51"
"660","8","54"
"661","3","60"
"662","5","60"
"663","2,2,4","2,4,8"
"664","2,2,6,6","1,4,23,28"
"665","2,6","1,44"
"666","2,2,2","1,2,4"
"667","2,2,2","1,2,4"
"668","6","32"
"669","4,4","6,11"
"670","4","6"
"671","4","6"
"672","6","28"
"673","2,2,6","1,2,30"
"674","2,2,6","1,2,30"
"675","6,6","28,36"
"676","1,6,6","45,28,39"
"677","6,7","28,42"
"678","6,6","28,36"
"679","6,6,7","27,28,44"
"680","7,7","39,44"
"681","7","44"
"682","7,7,7,7","38,39,41,44"
"683","7,7,7,7","37,39,41,44"
"684","8","51"
"685","8","59"
"686","8","51"
"687","8","51"
"688","3","18"
"689","3","14"
"690","3,6","18,32"
"691","3","21"
"692","3,6","18,32"
"693","3,6","18,32"
"694","3","18"
"695","3","14"
"696","5","60"
"697","5","60"
"698","5","60"
"699","5","60"
"700","5","60"
"701","2,2,6","1,4,30"
"702","2,3,7","1,14,39"
"703","2,2,6","1,4,30"
"704","2,2,6","1,4,30"
"705","2,2","1,4"
"706","2,2,2","1,2,4"
"707","4,4","6,11"
"708","4,4","6,11"
"709","4,4","6,11"
"710","4,4","6,11"
"711","4","6"
"712","4","6"
"713","4,4","6,11"
"714","4,4","6,11"
"715","4,4","6,11"
"716","4,4","6,11"
"717","4","6"
"718","4,4","6,8"
"719","4","6"
"720","4,4","6,11"
"721","6,6","23,28"
"722","2,2,6","1,4,30"
"723","6,6","27,28"
"724","2","1,"
"725","2,6","1,32"
"726","1,6,6,7,7","50,27,28,33,39"
"727","2,7,7","1,41,44"
"728","8,8","54,55"
"729","8,8","56,59"
"730","3","16"
"731","3","18"
"732","3","17"
"733","3","18"
"734","3","15"
"735","3,6","20,32"
"736","3,6","20,32"
"737","3,3,6","14,20,32"
"738","3,6","20,32"
"739","3","18"
"740","3","18"
"741","3","18"
"742","3","20"
"743","3","20"
"744","5","60"
"745","5","60"
"746","5","60"
"747","5","60"
"748","5","60"
"749","2,2,6","1,3,27"
"750","2,2","1,3"
"751","2,2,6","1,4,30"
"752","2,2,6","1,4,30"
"753","1,1,2","49,50,1"
"754","2,2","1,3"
"755","2,2","1,3"
"756","2,2,2","1,3,4"
"757","2,2,2","1,2,4"
"758","2,2","1,4"
"759","2,6","1,32"
"760","2,2,2","1,2,4"
"761","2,2,2","1,2,4"
"762","2","1"
"763","4","6"
"764","4","6"
"765","4,4","6,11"
"766","4","6"
"767","4,4","6,11"
"768","4","6"
"769","1","50"
"770","6","36"
"771","6,7","28,43"
"772","6","34"
"773","6,7","28,39"
"774","1,6","46,28"
"775","6,7","28,42"
"776","6,6,7,7","27,28,39,44"
"777","7,7","37,44"
"778","7,7","37,44"
"779","6,6,7,7","27,28,39,44"
"780","6,6,7,7","27,28,39,44"
"781","6,6,7,7","27,28,39,44"
"782","3","17"
"783","3","18"
"784","3","18"
"785","3","16"
"786","3","18"
"787","3,6","20,32"
"788","3","18"
"789","3","18"
"790","3","18"
"791","5","60"
"792","2,2","1,4"
"793","2,6","1,30"
"794","4","6"
"795","4","6"
"796","4,4","6,8"
"797","4","6"
"798","4,4","6,11"
"799","4","6"
"800","4,4","6,11"
"801","4","6"
"802","4","6"
"803","4,4","6,11"
"804","4","6"
"805","4,4","6,11"
"806","4","6"
"807","4,4","6,11"
"808","4","6"
"809","4","6"
"810","4,4","6,11"
"811","4,4","6,11"
"812","4","6"
"813","4","6"
"814","4","6"
"815","6,6,7","27,28,39"
"816","2,6","1,28"
"817","7,7","38,39"
"818","7,7,7","38,39,44"
"819","1,7,7","54,41,44"
"820","7","44"
"821","6,7,7,7,7","27,38,39,41,44"
"822","1,7","50,44"
"823","8","51"
"824","8","51"
"825","8","51"
"826","3","20"
"827","3","20"
"828","3","14"
"829","3","18"
"830","3","18"
"831","3","18"
"832","3","20,32"
"833","3","20"
"834","3","14"
"835","3","14"
"836","5","60"
"837","5","60"
"838","5","60"
"839","5","60"
"840","2,2","1,4"
"841","2,6,6","1,27,28"
"842","2,6,6","1,27,28"
"843","2,2,6","1,4,30"
"844","2,2,6","1,4,30"
"845","2,2,6","1,4,30"
"846","2,3","1,14"
"847","1,2","1,49"
"848","2,3","1,21"
"849","2,3","1,14"
"850","1,2,7","50,1,41"
"851","2","1"
"852","2,2,2","1,2,4"
"853","2,2,2","1,2,4"
"854","2","1"
"855","2,2","1,4"
"856","2,6","1,31"
"857","2","1"
"858","2","1"
"859","4","6"
"860","4,4","6,7"
"861","4,4","6,7"
"862","4,4","6,11"
"863","4","6"
"864","4","6"
"865","4","6"
"866","4","6"
"867","4","6"
"868","4,4","6,11"
"869","4,4","6,11"
"870","4,4","6,11"
"871","4","6"
"872","4","6"
"873","4,4","6,9"
"874","4","6"
"875","4","6"
"876","4,4","6,11"
"877","4","6"
"878","4","6"
"879","4,4","6,8"
"880","4","6"
"881","4,4","6,11"
"882","4,4","6,11"
"883","1,7","50,44"
"884","1,7","50,44"
"885","6,8","28,52"
"886","6","38"
"887","6,6","27,28"
"888","6,6","27,28"
"889","6,6","27,28"
"890","6,6,6","23,27,28"
"891","4,4,6","6,11,28"
"892","6","36"
"893","6","34"
"894","6,6,6","23,28,33"
"895","1,6,6","46,27,28"
"896","6","23"
"897","6,6,6","23,27,28"
"898","6,6,6","23,27,28"
"899","6,6,6","23,27,28"
"900","6,6,6","23,27,28"
"901","6,6,6","23,27,28"
"902","6,6,6","23,27,28"
"903","6,6,6","23,27,28"
"904","6,6,6,6","23,27,28,36"
"905","6,6,6,6","23,27,28,36"
"906","6,6","28,36"
"907","6,6","28,36"
"908","7,7,7","39,40,44"
"909","7,7,7,7","39,40,43,44"
"910","7,7,7","39,40,44"
"911","7,7,7","39,40,44"
"912","7,7,7","39,40,44"
"913","7,7,7","39,40,44"
"914","7,7,7","39,40,44"
"915","7,7,7","39,40,44"
"916","7,7,7","39,40,44"
"917","7,7,7,7","39,40,43,44"
"918","7,7,7","39,40,44"
"919","7,7,7","39,40,44"
"920","7,7,7","39,40,44"
"921","8","51"
"922","3","20"
"923","5","60"
"924","5","60"
"925","5","60"
"926","5","60"
"927","5","60"
"928","2","1"
"929","2,2","1,4"
"930","2,2,6","1,4,23"
"931","2,2,6","1,4,23"
"932","2","1"
"933","2,6","1,32"
"934","2,6","1,30"
"935","2,6","1,30"
"936","2,6","1,28"
"937","2,6","1,32"
"938","2,6","1,32"
"939","2,6","1,28"
"940","4","6"
"941","4","6"
"942","4,4","6,11"
"943","4","6"
"944","4,4,6","6,11,32"
"945","4","6"
"946","4","6"
"947","4","6"
"948","4","6"
"949","1,7","50,44"
"950","1","50"
"951","1","50"
"952","6,6,6","23,27,28"
"953","2,6,6","1,28,36"
"954","2,6,6","1,28,36"
"955","2,6","1,30"
"956","2,6","1,30"
"957","7,7,7,7","37,41,43,44"
"958","7,7,7,7","37,39,41,44"
"959","7,7,7,7","37,41,43,44"
"960","7,7,7,7","37,39,41,44"
"961","7,7,7,7","37,39,41,44"
"962","7,7,7,7","37,39,41,44"
"963","7,7,7,7","37,39,41,44"
"964","3","18"
"965","3","20"
"966","3,6","20,32"
"967","3","16"
"968","3","14"
"969","3","14"
"970","3","14"
"971","3","14"
"972","3","20"
"973","3,6","20,32"
"974","3,6","20,32"
"975","3","20"
"976","3","20"
"977","3","20"
"978","3","18"
"979","3","18"
"980","3","14"
"981","3","14"
"982","3","14"
"983","3","14"
"984","5","60"
"985","5","60"
"986","5","60"
"987","5","60"
"988","5","60"
"989","5","60"
"990","5","60"
"991","2","1"
"992","2,7","1,39"
"993","2,2","1,4"
"994","2,7","1,39"
"995","2,7","1,39"
"996","2,7","1,39"
"997","2,2,2","1,2,4"
"998","2,2,2","1,2,4"
"999","2,6","1,28"
"1000","2,6","1,32"
"1001","2,2,2","1,2,4"
"1002","4","6"
"1003","4","6"
"1004","4,4","6,11"
"1005","4,4","6,11"
"1006","4,4","6,11"
"1007","4","6"
"1008","4","6"
"1009","4,4","6,11"
"1010","4","6"
"1011","4","6"
"1012","4","6"
"1013","4","6"
"1014","4,4","6,11"
"1015","4,4","6,11"
"1016","4","6"
"1017","4","6"
"1018","4","6"
"1019","4,4","6,11"
"1020","1,7","50,44"
"1021","1,6","50,32"
"1022","1,2,7,7","50,1,41,44"
"1023","1,7","50,44"
"1024","6,6","27,28"
"1025","6","23"
"1026","6","23"
"1027","6","23"
"1028","6","28"
"1029","6,6,6","23,27,28"
"1030","6,6","27,28"
"1031","6,6","27,28"
"1032","6,6","27,28"
"1033","6","23"
"1034","6,6,6","27,28"
"1035","6","32"
"1036","6,6","27,28"
"1037","2,6,6","4,27,28"
"1038","6","23"
"1039","6,6,7","27,28,29"
"1040","6,6,7","27,28,29"
"1041","6,6,7","27,28,29"
"1042","6,6,7","27,28,29"
"1043","6,6,7","27,28,29"
"1044","6,6,7","27,28,29"
"1045","6,6,7","27,28,29"
"1046","6,6,7","27,28,29"
"1047","6,6,7","27,28,29"
"1048","6,6,7","27,28,29"
"1049","2,6","132"
"1050","6,6,7","27,28,29"
"1051","6,6,7","27,28,29"
"1052","1,1,8","49,50,51"
"1053","8","54"
"1054","8","58"
"1055","8","58"
"1056","8","51"
"1057","8","59"
"1058","8","51"
"1059","8","51"
"1060","8,8","54,55"
"1061","8","53"
"1062","8","51"
"1063","8","51"
"1064","8","51"
"1065","8","51"
"1066","8","51"
"1067","3","16"
"1068","3","18"
"1069","3","16"
"1070","3","20"
"1071","3","14"
"1072","3","16"
"1073","3","16"
"1074","3","16"
"1075","2,3","1,18"
"1076","3","16"
"1077","3","14"
"1078","3","14"
"1079","5","60"
"1080","2","1"
"1081","5","60"
"1082","2,6","1,28"
"1083","2","1,27,28"
"1084","2","1"
"1085","2,6","1,32"
"1086","2","1,27,28"
"1087","2","1,2,4"
"1088","2","1,2,4"
"1089","2","1,2,4"
"1090","4","6"
"1091","4","6"
"1092","4","6"
"1093","1","50"
"1094","1,7,7","50,39,44"
"1095","7","44"
"1096","1","50"
"1097","1","50"
"1098","1","50"
"1099","1,7,7","50,41,44"
"1100","1","50"
"1101","7,8","44,51"
"1102","1","50"
"1103","1","50"
"1104","1","50"
"1105","1","50"
"1106","6,6","22,28"
"1107","6","28"
"1108","6","35"
"1109","6","28"
"1110","6","28"
"1111","6","28"
"1112","7","44"
"1113","7","39"
"1114","7","44"
"1115","7","44"
"1116","7","44"
"1117","8","51"
"1118","8","51"
"1119","8","51"
"1120","3","18"
"1121","3","16"
"1122","3","18"
"1123","5","60"
"1124","2","1"
"1125","2","1"
"1126","2","1"
"1127","2,2","1,4"
"1128","2,2,6","1,4,31"
"1129","2,2,2,6","1,2,4,31"
"1130","2,2,6","1,4,31"
"1131","2,6","1,32"
"1132","2,2,6","1,4,31"
"1133","2,7","1,41"
"1134","2,2,6","1,4,30"
"1135","2,2,2","1,2,4"
"1136","2,6","1,32"
"1137","2,6","1,32"
"1138","2,6","1,32"
"1139","2,6","1,32"
"1140","4","6"
"1141","4,4","6,11"
"1142","4","6"
"1143","4","6"
"1144","4,4","6,11"
"1145","4,4","6,11"
"1146","4","6"
"1147","4,4","6,11"
"1148","4,4","6,11"
"1149","4,4","6,11"
"1150","4,4","6,11"
"1151","1,2","50,1"
"1152","1","50"
"1153","7","38"
"1154","7","38"
"1155","6","36"
"1156","6","28"
"1157","6","28"
"1158","2,6,6","4,28,30"
"1159","2,6,6","4,28,30"
"1160","6,6,6","22,27,28"
"1161","6,6,6,6","22,23,27,28"
"1162","6,6,6","22,27,28"
"1163","6,6,6","22,27,28"
"1164","6,6,6","22,27,28"
"1165","6","28"
"1166","7,7","38,39"
"1167","7,7,7","38,41,44"
"1168","7,7,7","38,41,44"
"1169","7,7,7","38,41,44"
"1170","7,7,7","38,41,44"
"1171","7,7,7","38,41,44"
"1172","7,7,7","38,41,44"
"1173","7,7,7","38,41,44"
"1174","7,7,7","38,41,44"
"1175","7,7,7","38,41,44"
"1176","7,7,7","38,41,44"
"1177","7,7,7","38,41,44"
"1178","7,7,7","38,41,44"
"1179","7,7,7","38,41,44"
"1180","7,7,7","38,41,44"
"1181","7,7,7","38,41,44"
"1182","7,7,7","38,41,44"
"1183","7,7,7","38,41,44"
"1184","7,7,7","38,41,44"
"1185","7,7,7","38,41,44"
"1186","7,7,7","38,41,44"
"1187","7,7,7","38,41,44"
"1188","7,7,7","38,41,44"
"1189","7,7,7","38,41,44"
"1190","7,7,7","38,41,44"
"1191","7,7,7","38,41,44"
"1192","7","44"
"1193","7","44"
"1194","3","51"
"1195","3","51"
"1196","3","16"
"1197","3","18"
"1198","3,6","18,32"
"1199","3,6","20,32"
"1200","3,6","20,32"
"1201","3,6","20,32"
"1202","3","20"
"1203","5","60"
"1204","2","1"
"1205","2,7","1,39"
"1206","2,6","1,28"
"1207","2,6","1,28"
"1208","2,2,2,4","1,2,4,11"
"1209","2,2,2","1,2,4"
"1210","2,2,2","1,2,4"
"1211","2,6","4,32"
"1212","2,2,2","1,2,4"
"1213","2,2,2","1,2,4"
"1214","2,2,6","1,4,32"
"1215","2,2,2,4","1,2,4,8"
"1216","2,6","4,32"
"1217","2,2,6","1,4,32"
"1218","2,2,6","1,4,32"
"1219","2,2,6","1,4,32"
"1220","2,2,6","1,4,32"
"1221","2,2","1,2"
"1222","4","11"
"1223","4","6"
"1224","4","6"
"1225","4","6"
"1226","4","11"
"1227","4","11"
"1228","4","8"
"1229","4","11"
"1230","1,4","50,8"
"1231","6","28"
"1232","6","28"
"1233","6","28"
"1234","6","28"
"1235","6","28"
"1236","6","28"
"1237","6","28"
"1238","6","28"
"1239","6","28"
"1240","6","28"
"1241","6","28"
"1242","7,7","39,44"
"1243","7,7","39,44"
"1244","7,7","39,44"
"1245","7,7","39,44"
"1246","7,7","39,44"
"1247","7,7","39,44"
"1248","7,7","39,44"
"1249","7,7","39,44"
"1250","7,7","39,44"
"1251","7,7","39,44"
"1252","7,7","39,44"
"1253","7,7","39,44"
"1254","7,7","39,44"
"1255","7,7","39,44"
"1256","7,7","39,44"
"1257","7,7","39,44"
"1258","7,7","39,44"
"1259","7,7","39,44"
"1260","7,7","39,44"
"1261","7,7","39,44"
"1262","7,7","39,44"
"1263","7,7","39,44"
"1264","7,7","39,44"
"1265","7,7","39,44"
"1266","8","51"
"1267","8","51"
"1268","8","51"
"1269","8","51"
"1270","3","18"
"1271","3","14"
"1272","3","18"
"1273","3","18"
"1274","3","18"
"1275","3","18"
"1276","3","18"
"1277","3","16"
"1278","3","18"
"1279","3","14"
"1280","3","14"
"1281","3","16"
"1282","3","20"
"1283","3,6","20,32"
"1284","3","18"
"1285","3","19"
"1286","3","16"
"1287","3","18"
"1288","3","18"
"1289","3","18"
"1290","3","18"
"1291","3","18"
"1292","3","18"
"1293","3","18"
"1294","3","18"
"1295","3","18"
"1296","3","1"
"1297","3","18"
"1298","3","18"
"1299","3","18"
"1300","3","18"
"1301","3","18"
"1302","3","18"
"1303","5","60"
"1304","2,2","1,4"
"1305","2,2,6","1,4,30"
"1306","2,2,6","1,4,30"
"1307","2,2,6","1,4,30"
"1308","2,2,6","1,4,30"
"1309","2,2,6","1,4,30"
"1310","2,2,6","1,4,30"
"1311","2,2,2,4","1,2,4,8"
"1312","2,2,6","1,4,30"
"1313","2","1"
"1314","2,2,6","1,4,30"
"1315","2,2,2","1,2,4"
"1316","2,2,2,6","1,2,4,31"
"1317","2,2","1,5"
"1318","2,2","1,5"
"1319","2","4"
"1320","2","4"
"1321","2","4"
"1322","2,6","1,32"
"1323","2,6","1,32"
"1324","2,6","1,32"
"1325","2,6","1,32"
"1326","2,6,6","1,27,28"
"1327","2,6,6","1,27,28"
"1328","2,2,2","1,2,4"
"1329","4","7"
"1330","4,4","6,11"
"1331","4,4","6,11"
"1332","4,4","6,11"
"1333","4,4","6,11"
"1334","4,4","6,11"
"1335","4,4","6,11"
"1336","4","6"
"1337","4,4","6,8"
"1338","4,4","6,11"
"1339","4,4","6,11"
"1340","4","6"
"1341","4","6"
"1342","1,2,6,6,7,7","50,1,27,28,41,44"
"1343","1,2,6,6,7,7","50,1,27,28,41,44"
"1344","1,2,6,6","50,1,27,28"
"1345","1,2,6,6","50,1,27,28"
"1346","1,2,6,6","50,1,27,28"
"1347","1","50"
"1348","1","50"
"1349","1","50"
"1350","1","50"
"1351","1","50"
"1352","1","50"
"1353","1","50"
"1354","1","50"
"1355","1","50"
"1356","1","50"
"1357","6","36"
"1358","6,6","27,28"
"1359","7","44"
"1360","7","44"
"1361","7","44"
"1362","7","44"
"1363","7","44"
"1364","7","44"
"1365","7","44"
"1366","7","44"
"1367","7","44"
"1368","7","44"
"1369","7","44"
"1370","7","44"
"1371","8","51"
"1372","8","51"
"1373","8","51"
"1374","8","51"
"1375","8","51"
"1376","8","51"
"1377","8","51"
"1378","8","51"
"1379","8","51"
"1380","3","18"
"1381","3","16"
"1382","3","16"
"1383","3","14"
"1384","3","18"
"1385","3","18"
"1386","3","18"
"1387","3","20"
"1388","3","16"
"1389","3","16"
"1390","3","16"
"1391","3","16"
"1392","3","16"
"1393","3","16"
"1394","3","16"
"1395","3","16"
"1396","3","16"
"1397","3","18"
"1398","3","20"
"1399","3,6","20,32"
"1400","3","18"
"1401","3","18"
"1402","3","18"
"1403","3","18"
"1404","3","16"
"1405","3","18"
"1406","3","20"
"1407","3","20"
"1408","3","18"
"1409","3","16"
"1410","3","17"
"1411","3","14"
"1412","5","60"
"1413","5","60"
"1414","5","60"
"1415","5","60"
"1416","5","60"
"1417","5","60"
"1418","5","60"
"1419","2","1"
"1420","2","1"
"1421","2","1"
"1422","2,6","1,32"
"1423","2","1"
"1424","2,3","1,14"
"1425","2,2,2","1,2,4"
"1426","2,2,2,6","1,2,4,32"
"1427","2,2","1,4"
"1428","2,6,6,7","1,27,28,39"
"1429","2,2,2","1,2,4"
"1430","2,6,6","1,31,32"
"1431","2,6","1,32"
"1432","2,2,2","1,2,4"
"1433","2,2,2","1,2,4"
"1434","4,4","6,11"
"1435","4,4","6,11"
"1436","4,4","6,11"
"1437","4,4",",613"
"1438","4","6"
"1439","4","6"
"1440","4,4","6,11"
"1441","4,4","6,11"
"1442","4,4","6,11"
"1443","4,4","6,11"
"1444","4","6"
"1445","4","6"
"1446","4","6"
"1447","4","6"
"1448","4","6"
"1449","4,4","6,7"
"1450","4,4","6,11"
"1451","4,4","6,11"
"1452","4,4","6,11"
"1453","4,4","6,11"
"1454","4","6"
"1455","4","6"
"1456","4,4","6,12"
"1457","4,4","6,11"
"1458","4","6"
"1459","4","6"
"1460","4,4","6,8"
"1461","4","6"
"1462","4,4","6,11"
"1463","4,4","6,11"
"1464","4,4","6,11"
"1465","4,4","6,11"
"1466","4,4","6,11"
"1467","4","6"
"1468","4","6"
"1469","4","6"
"1470","4,4","6,11"
"1471","4,4","6,11"
"1472","4,4","6,11"
"1473","1","50"
"1474","1","50"
"1475","1","50"
"1476","1","50"
"1477","4,6","12,23"
"1478","6","23"
"1479","6,6,6","22,27,28"
"1480","6","23"
"1481","6","23"
"1482","6","23"
"1483","6","23"
"1484","6","23"
"1485","6","23"
"1486","4,6","13,23"
"1487","6","23"
"1488","6","23"
"1489","6","36"
"1490","6,6","27,28"
"1491","6","28"
"1492","6","28"
"1493","6","23"
"1494","6","23"
"1495","6","23"
"1496","6","23"
"1497","6","23"
"1498","6,7","28,44"
"1499","7","44"
"1500","7","44"
"1501","7","44"
"1502","7","44"
"1503","7","44"
"1504","7","44"
"1505","7","44"
"1506","7,7","37,44"
"1507","7","44"
"1508","8","59"
"1509","8","51"
"1510","8","51"
"1511","8","51"
"1512","3","18"
"1513","3","18"
"1514","3","18"
"1515","3","16"
"1516","3","18"
"1517","3","18"
"1518","3","18"
"1519","3","18"
"1520","3","14"
"1521","3","18"
"1522","3","16"
"1523","3,6","20,32"
"1524","3,6","20,32"
"1525","3","16"
"1526","3","18"
"1527","3","20"
"1528","3","14"
"1529","1,3","45,14"
"1530","3","18"
"1531","3","18"
"1532","3","18"
"1533","3","18"
"1534","3","18"
"1535","3","14"
"1536","3","14"
"1537","5","60"
"1538","5","60"
"1539","5","60"
"1540","5","60"
"1541","2,2,2","1,2,4"
"1542","2","4"
"1543","4,4","6,7"
"1544","4","6"
"1545","4,4","6,11"
"1546","4,4","6,11"
"1547","4","6"
"1548","4,4","6,9"
"1549","4,4","6,9"
"1550","4,4","6,13"
"1551","6,6","27,28"
"1552","6","28"
"1553","6,6","27,28"
"1554","6,6","27,28"
"1555","6,6","27,28"
"1556","6,6","27,28"
"1557","6,6","27,28"
"1558","6,6","27,28"
"1559","6,6","27,28"
"1560","6,6","27,28"
"1561","6,6","27,28"
"1562","6,6","27,28"
"1563","1","50"
"1564","1,6","50,36"
